,Date,Tweets
10002,2018-06-28 19:35,"""With all the # zero # hours # contract workers considering a move abroad like these # brave # Tories, who will drive our taxis/deliver parcels/staff hotels/restaurants/look after sick & elderly, etc? # Brexit # BrexitShambles # lying # cheating # poverty # death # ToriesOut # bbcqt # bbctwhttps://twitter.com/DavidLammy/status/1011526704064598016 …"""
10003,2018-06-28 19:34,"""U | # Poverty : Ending the 'closet to poverty pipeline' for LGBTQ youth - June is a festive month for many people… https://goo.gl/fb/AXxrRE"""
10004,2018-06-28 19:34,"""U | # Poverty : Donald Trump's Poverty Denial - In a recent rebuke to a United Nations report on American poverty… https://goo.gl/fb/qbb1aA"""
10005,2018-06-28 19:34,"""U | # Poverty : Why Are Americans Adopting Fewer Foreign Children? - Ben Christopher, at the data visualization… https://goo.gl/fb/TZF2Qk"""
10006,2018-06-28 19:30,"""Katherine Fulton On The Future Of # Philanthropy http://dld.bz/kZGt # women # inspiration # TED # poverty # innovation # TEDxWomen"""
10007,2018-06-28 19:28,"""It's been one day since I received my final university results, and I have already had letters for both council tax and my student loan repayments...and I almost guarantee that my debt is bigger than yours! # poverty"""
10008,2018-06-28 19:25,"""Varieties of # poverty: # happy people know # wealth is neither money or possessions ( # consumerism). It's knowing where we are. The only difference between Heaven and Hell ( # paradise and purgatory) is the # wholeness gained through # consciousness"
10009,2018-06-28 19:21,"""Brexit Lavatory politics https://youtu.be/4ZRcjrW7MXU # theresamay # brexit # brexitxhambles # universalcredit # brexshit # torybrexshit # poverty # pips # esa # hammond # corbyn 80"""
10010,2018-06-28 19:20,"""# Nigeria overtakes # India in extreme # Poverty https://edition.cnn.com/2018/06/26/africa/nigeria-overtakes-india-extreme-poverty-intl/index.html …"""
10011,2018-06-28 19:20,""". @ UniteThePoor calls for @ UN hearing on # poverty: https://wp.me/p7prle-2BK # TalkPoverty"""
10012,2018-06-28 19:16,"""Sports taught me to challenge myself. How to be a team player. Youth programs should focus on price & inclusion. Kids wouldn't be shooting schools up. Playing video games or entertaining yourself with television doesn't relieve everyday stress & anxiety. # HopeSolo # poverty"""
10013,2018-06-28 19:13,"""Mi comfort circle is my personnal hell. # criticalthinking # Sociedad # society # pobreza # poverty # Homelesspic.twitter.com/FOwIQqFhtr"""
10014,2018-06-28 19:12,"""JRM on # bbctw angling for a # NoDeal # Brexit. # Somerset # capital Management safely ensconced in # Eire then. How absolutely lovely, what? what? # lying # cheating # greedy # poverty # homelessness # death # ToriesOut # bbcqt # bbcaq"""
10015,2018-06-28 19:09,"""Seminar for the Multidimensional Aspects of # Poverty happening right now in # NYC!pic.twitter.com/qWPOlUjUua"""
10016,2018-06-28 19:01,"""Those that do not know what’s really going on in # Venezuela are IGNORANTS, just take a look at # Nicaragua NOW & let’s NOT forget # Cuba # Socialism # Communism KILLS! # FreeIsNotFree # Lies # Poverty & # MassImmigration are the REAL FACES behind all these # LiberalAgenda"""
10017,2018-06-28 19:00,"""The 2018-19 # CAbudget makes some notable investments in the economic security of Californians. Fact via our 'first look' analysis, which highlights some of these key investments: http://bit.ly/2N6hf0s # 4pmFact # CAleg # CalWORKs # Poverty # CutPovertyCA # EndChildPovertypic.twitter.com/P8HBNhkbq2"""
10018,2018-06-28 18:57,"""Think of all the dependents # BoydBarrett will have if we get more immigrants. He can spend his days keeping them living in poverty, & they will keep him in a job as a result. everyone wins...except the migrants & our own poor people who are homeless & sick. # Immigrants # Poverty"""
10019,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
10020,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
10021,2018-06-28 19:58,"""Watched a moving story on # PBS abt building homes by # Auburn Rural Project for ppl trapped in # poverty Architect students build them. # cool"""
10022,2018-06-28 19:35,"""With all the # zero # hours # contract workers considering a move abroad like these # brave # Tories, who will drive our taxis/deliver parcels/staff hotels/restaurants/look after sick & elderly, etc? # Brexit # BrexitShambles # lying # cheating # poverty # death # ToriesOut # bbcqt # bbctwhttps://twitter.com/DavidLammy/status/1011526704064598016 …"""
10023,2018-06-28 19:34,"""U | # Poverty : Ending the 'closet to poverty pipeline' for LGBTQ youth - June is a festive month for many people… https://goo.gl/fb/AXxrRE"""
10024,2018-06-28 19:34,"""U | # Poverty : Donald Trump's Poverty Denial - In a recent rebuke to a United Nations report on American poverty… https://goo.gl/fb/qbb1aA"""
10025,2018-06-28 19:34,"""U | # Poverty : Why Are Americans Adopting Fewer Foreign Children? - Ben Christopher, at the data visualization… https://goo.gl/fb/TZF2Qk"""
10026,2018-06-28 19:30,"""Katherine Fulton On The Future Of # Philanthropy http://dld.bz/kZGt # women # inspiration # TED # poverty # innovation # TEDxWomen"""
10027,2018-06-28 19:28,"""It's been one day since I received my final university results, and I have already had letters for both council tax and my student loan repayments...and I almost guarantee that my debt is bigger than yours! # poverty"""
10028,2018-06-28 19:25,"""Varieties of # poverty: # happy people know # wealth is neither money or possessions ( # consumerism). It's knowing where we are. The only difference between Heaven and Hell ( # paradise and purgatory) is the # wholeness gained through # consciousness"
10029,2018-06-28 19:21,"""Brexit Lavatory politics https://youtu.be/4ZRcjrW7MXU # theresamay # brexit # brexitxhambles # universalcredit # brexshit # torybrexshit # poverty # pips # esa # hammond # corbyn 80"""
10030,2018-06-28 19:20,"""# Nigeria overtakes # India in extreme # Poverty https://edition.cnn.com/2018/06/26/africa/nigeria-overtakes-india-extreme-poverty-intl/index.html …"""
10031,2018-06-28 19:20,""". @ UniteThePoor calls for @ UN hearing on # poverty: https://wp.me/p7prle-2BK # TalkPoverty"""
10032,2018-06-28 19:16,"""Sports taught me to challenge myself. How to be a team player. Youth programs should focus on price & inclusion. Kids wouldn't be shooting schools up. Playing video games or entertaining yourself with television doesn't relieve everyday stress & anxiety. # HopeSolo # poverty"""
10033,2018-06-28 19:13,"""Mi comfort circle is my personnal hell. # criticalthinking # Sociedad # society # pobreza # poverty # Homelesspic.twitter.com/FOwIQqFhtr"""
10034,2018-06-28 19:12,"""JRM on # bbctw angling for a # NoDeal # Brexit. # Somerset # capital Management safely ensconced in # Eire then. How absolutely lovely, what? what? # lying # cheating # greedy # poverty # homelessness # death # ToriesOut # bbcqt # bbcaq"""
10035,2018-06-28 19:09,"""Seminar for the Multidimensional Aspects of # Poverty happening right now in # NYC!pic.twitter.com/qWPOlUjUua"""
10036,2018-06-28 19:01,"""Those that do not know what’s really going on in # Venezuela are IGNORANTS, just take a look at # Nicaragua NOW & let’s NOT forget # Cuba # Socialism # Communism KILLS! # FreeIsNotFree # Lies # Poverty & # MassImmigration are the REAL FACES behind all these # LiberalAgenda"""
10037,2018-06-28 19:00,"""The 2018-19 # CAbudget makes some notable investments in the economic security of Californians. Fact via our 'first look' analysis, which highlights some of these key investments: http://bit.ly/2N6hf0s # 4pmFact # CAleg # CalWORKs # Poverty # CutPovertyCA # EndChildPovertypic.twitter.com/P8HBNhkbq2"""
10038,2018-06-28 18:57,"""Think of all the dependents # BoydBarrett will have if we get more immigrants. He can spend his days keeping them living in poverty, & they will keep him in a job as a result. everyone wins...except the migrants & our own poor people who are homeless & sick. # Immigrants # Poverty"""
10039,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
10040,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
10041,2018-06-28 19:58,"""Watched a moving story on # PBS abt building homes by # Auburn Rural Project for ppl trapped in # poverty Architect students build them. # cool"""
10042,2018-06-28 19:35,"""With all the # zero # hours # contract workers considering a move abroad like these # brave # Tories, who will drive our taxis/deliver parcels/staff hotels/restaurants/look after sick & elderly, etc? # Brexit # BrexitShambles # lying # cheating # poverty # death # ToriesOut # bbcqt # bbctwhttps://twitter.com/DavidLammy/status/1011526704064598016 …"""
10043,2018-06-28 19:34,"""U | # Poverty : Ending the 'closet to poverty pipeline' for LGBTQ youth - June is a festive month for many people… https://goo.gl/fb/AXxrRE"""
10044,2018-06-28 19:34,"""U | # Poverty : Donald Trump's Poverty Denial - In a recent rebuke to a United Nations report on American poverty… https://goo.gl/fb/qbb1aA"""
10045,2018-06-28 19:34,"""U | # Poverty : Why Are Americans Adopting Fewer Foreign Children? - Ben Christopher, at the data visualization… https://goo.gl/fb/TZF2Qk"""
10046,2018-06-28 19:30,"""Katherine Fulton On The Future Of # Philanthropy http://dld.bz/kZGt # women # inspiration # TED # poverty # innovation # TEDxWomen"""
10047,2018-06-28 19:28,"""It's been one day since I received my final university results, and I have already had letters for both council tax and my student loan repayments...and I almost guarantee that my debt is bigger than yours! # poverty"""
10048,2018-06-28 19:25,"""Varieties of # poverty: # happy people know # wealth is neither money or possessions ( # consumerism). It's knowing where we are. The only difference between Heaven and Hell ( # paradise and purgatory) is the # wholeness gained through # consciousness"
10049,2018-06-28 19:21,"""Brexit Lavatory politics https://youtu.be/4ZRcjrW7MXU # theresamay # brexit # brexitxhambles # universalcredit # brexshit # torybrexshit # poverty # pips # esa # hammond # corbyn 80"""
10050,2018-06-28 19:20,"""# Nigeria overtakes # India in extreme # Poverty https://edition.cnn.com/2018/06/26/africa/nigeria-overtakes-india-extreme-poverty-intl/index.html …"""
10051,2018-06-28 19:20,""". @ UniteThePoor calls for @ UN hearing on # poverty: https://wp.me/p7prle-2BK # TalkPoverty"""
10052,2018-06-28 19:16,"""Sports taught me to challenge myself. How to be a team player. Youth programs should focus on price & inclusion. Kids wouldn't be shooting schools up. Playing video games or entertaining yourself with television doesn't relieve everyday stress & anxiety. # HopeSolo # poverty"""
10053,2018-06-28 19:13,"""Mi comfort circle is my personnal hell. # criticalthinking # Sociedad # society # pobreza # poverty # Homelesspic.twitter.com/FOwIQqFhtr"""
10054,2018-06-28 19:12,"""JRM on # bbctw angling for a # NoDeal # Brexit. # Somerset # capital Management safely ensconced in # Eire then. How absolutely lovely, what? what? # lying # cheating # greedy # poverty # homelessness # death # ToriesOut # bbcqt # bbcaq"""
10055,2018-06-28 19:09,"""Seminar for the Multidimensional Aspects of # Poverty happening right now in # NYC!pic.twitter.com/qWPOlUjUua"""
10056,2018-06-28 19:01,"""Those that do not know what’s really going on in # Venezuela are IGNORANTS, just take a look at # Nicaragua NOW & let’s NOT forget # Cuba # Socialism # Communism KILLS! # FreeIsNotFree # Lies # Poverty & # MassImmigration are the REAL FACES behind all these # LiberalAgenda"""
10057,2018-06-28 19:00,"""The 2018-19 # CAbudget makes some notable investments in the economic security of Californians. Fact via our 'first look' analysis, which highlights some of these key investments: http://bit.ly/2N6hf0s # 4pmFact # CAleg # CalWORKs # Poverty # CutPovertyCA # EndChildPovertypic.twitter.com/P8HBNhkbq2"""
10058,2018-06-28 18:57,"""Think of all the dependents # BoydBarrett will have if we get more immigrants. He can spend his days keeping them living in poverty, & they will keep him in a job as a result. everyone wins...except the migrants & our own poor people who are homeless & sick. # Immigrants # Poverty"""
10059,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
10060,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
10061,2018-06-28 19:58,"""Watched a moving story on # PBS abt building homes by # Auburn Rural Project for ppl trapped in # poverty Architect students build them. # cool"""
10062,2018-06-28 19:35,"""With all the # zero # hours # contract workers considering a move abroad like these # brave # Tories, who will drive our taxis/deliver parcels/staff hotels/restaurants/look after sick & elderly, etc? # Brexit # BrexitShambles # lying # cheating # poverty # death # ToriesOut # bbcqt # bbctwhttps://twitter.com/DavidLammy/status/1011526704064598016 …"""
10063,2018-06-28 19:34,"""U | # Poverty : Ending the 'closet to poverty pipeline' for LGBTQ youth - June is a festive month for many people… https://goo.gl/fb/AXxrRE"""
10064,2018-06-28 19:34,"""U | # Poverty : Donald Trump's Poverty Denial - In a recent rebuke to a United Nations report on American poverty… https://goo.gl/fb/qbb1aA"""
10065,2018-06-28 19:34,"""U | # Poverty : Why Are Americans Adopting Fewer Foreign Children? - Ben Christopher, at the data visualization… https://goo.gl/fb/TZF2Qk"""
10066,2018-06-28 19:30,"""Katherine Fulton On The Future Of # Philanthropy http://dld.bz/kZGt # women # inspiration # TED # poverty # innovation # TEDxWomen"""
10067,2018-06-28 19:28,"""It's been one day since I received my final university results, and I have already had letters for both council tax and my student loan repayments...and I almost guarantee that my debt is bigger than yours! # poverty"""
10068,2018-06-28 19:25,"""Varieties of # poverty: # happy people know # wealth is neither money or possessions ( # consumerism). It's knowing where we are. The only difference between Heaven and Hell ( # paradise and purgatory) is the # wholeness gained through # consciousness"
10069,2018-06-28 19:21,"""Brexit Lavatory politics https://youtu.be/4ZRcjrW7MXU # theresamay # brexit # brexitxhambles # universalcredit # brexshit # torybrexshit # poverty # pips # esa # hammond # corbyn 80"""
10070,2018-06-28 19:20,"""# Nigeria overtakes # India in extreme # Poverty https://edition.cnn.com/2018/06/26/africa/nigeria-overtakes-india-extreme-poverty-intl/index.html …"""
10071,2018-06-28 19:20,""". @ UniteThePoor calls for @ UN hearing on # poverty: https://wp.me/p7prle-2BK # TalkPoverty"""
10072,2018-06-28 19:16,"""Sports taught me to challenge myself. How to be a team player. Youth programs should focus on price & inclusion. Kids wouldn't be shooting schools up. Playing video games or entertaining yourself with television doesn't relieve everyday stress & anxiety. # HopeSolo # poverty"""
10073,2018-06-28 19:13,"""Mi comfort circle is my personnal hell. # criticalthinking # Sociedad # society # pobreza # poverty # Homelesspic.twitter.com/FOwIQqFhtr"""
10074,2018-06-28 19:12,"""JRM on # bbctw angling for a # NoDeal # Brexit. # Somerset # capital Management safely ensconced in # Eire then. How absolutely lovely, what? what? # lying # cheating # greedy # poverty # homelessness # death # ToriesOut # bbcqt # bbcaq"""
10075,2018-06-28 19:09,"""Seminar for the Multidimensional Aspects of # Poverty happening right now in # NYC!pic.twitter.com/qWPOlUjUua"""
10076,2018-06-28 19:01,"""Those that do not know what’s really going on in # Venezuela are IGNORANTS, just take a look at # Nicaragua NOW & let’s NOT forget # Cuba # Socialism # Communism KILLS! # FreeIsNotFree # Lies # Poverty & # MassImmigration are the REAL FACES behind all these # LiberalAgenda"""
10077,2018-06-28 19:00,"""The 2018-19 # CAbudget makes some notable investments in the economic security of Californians. Fact via our 'first look' analysis, which highlights some of these key investments: http://bit.ly/2N6hf0s # 4pmFact # CAleg # CalWORKs # Poverty # CutPovertyCA # EndChildPovertypic.twitter.com/P8HBNhkbq2"""
10078,2018-06-28 18:57,"""Think of all the dependents # BoydBarrett will have if we get more immigrants. He can spend his days keeping them living in poverty, & they will keep him in a job as a result. everyone wins...except the migrants & our own poor people who are homeless & sick. # Immigrants # Poverty"""
10079,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
10080,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
10081,2018-06-28 19:58,"""Watched a moving story on # PBS abt building homes by # Auburn Rural Project for ppl trapped in # poverty Architect students build them. # cool"""
10082,2018-06-28 19:35,"""With all the # zero # hours # contract workers considering a move abroad like these # brave # Tories, who will drive our taxis/deliver parcels/staff hotels/restaurants/look after sick & elderly, etc? # Brexit # BrexitShambles # lying # cheating # poverty # death # ToriesOut # bbcqt # bbctwhttps://twitter.com/DavidLammy/status/1011526704064598016 …"""
10083,2018-06-28 19:34,"""U | # Poverty : Ending the 'closet to poverty pipeline' for LGBTQ youth - June is a festive month for many people… https://goo.gl/fb/AXxrRE"""
10084,2018-06-28 19:34,"""U | # Poverty : Donald Trump's Poverty Denial - In a recent rebuke to a United Nations report on American poverty… https://goo.gl/fb/qbb1aA"""
10085,2018-06-28 19:34,"""U | # Poverty : Why Are Americans Adopting Fewer Foreign Children? - Ben Christopher, at the data visualization… https://goo.gl/fb/TZF2Qk"""
10086,2018-06-28 19:30,"""Katherine Fulton On The Future Of # Philanthropy http://dld.bz/kZGt # women # inspiration # TED # poverty # innovation # TEDxWomen"""
10087,2018-06-28 19:28,"""It's been one day since I received my final university results, and I have already had letters for both council tax and my student loan repayments...and I almost guarantee that my debt is bigger than yours! # poverty"""
10088,2018-06-28 19:25,"""Varieties of # poverty: # happy people know # wealth is neither money or possessions ( # consumerism). It's knowing where we are. The only difference between Heaven and Hell ( # paradise and purgatory) is the # wholeness gained through # consciousness"
10089,2018-06-28 19:21,"""Brexit Lavatory politics https://youtu.be/4ZRcjrW7MXU # theresamay # brexit # brexitxhambles # universalcredit # brexshit # torybrexshit # poverty # pips # esa # hammond # corbyn 80"""
10090,2018-06-28 19:20,"""# Nigeria overtakes # India in extreme # Poverty https://edition.cnn.com/2018/06/26/africa/nigeria-overtakes-india-extreme-poverty-intl/index.html …"""
10091,2018-06-28 19:20,""". @ UniteThePoor calls for @ UN hearing on # poverty: https://wp.me/p7prle-2BK # TalkPoverty"""
10092,2018-06-28 19:16,"""Sports taught me to challenge myself. How to be a team player. Youth programs should focus on price & inclusion. Kids wouldn't be shooting schools up. Playing video games or entertaining yourself with television doesn't relieve everyday stress & anxiety. # HopeSolo # poverty"""
10093,2018-06-28 19:13,"""Mi comfort circle is my personnal hell. # criticalthinking # Sociedad # society # pobreza # poverty # Homelesspic.twitter.com/FOwIQqFhtr"""
10094,2018-06-28 19:12,"""JRM on # bbctw angling for a # NoDeal # Brexit. # Somerset # capital Management safely ensconced in # Eire then. How absolutely lovely, what? what? # lying # cheating # greedy # poverty # homelessness # death # ToriesOut # bbcqt # bbcaq"""
10095,2018-06-28 19:09,"""Seminar for the Multidimensional Aspects of # Poverty happening right now in # NYC!pic.twitter.com/qWPOlUjUua"""
10096,2018-06-28 19:01,"""Those that do not know what’s really going on in # Venezuela are IGNORANTS, just take a look at # Nicaragua NOW & let’s NOT forget # Cuba # Socialism # Communism KILLS! # FreeIsNotFree # Lies # Poverty & # MassImmigration are the REAL FACES behind all these # LiberalAgenda"""
10097,2018-06-28 19:00,"""The 2018-19 # CAbudget makes some notable investments in the economic security of Californians. Fact via our 'first look' analysis, which highlights some of these key investments: http://bit.ly/2N6hf0s # 4pmFact # CAleg # CalWORKs # Poverty # CutPovertyCA # EndChildPovertypic.twitter.com/P8HBNhkbq2"""
10098,2018-06-28 18:57,"""Think of all the dependents # BoydBarrett will have if we get more immigrants. He can spend his days keeping them living in poverty, & they will keep him in a job as a result. everyone wins...except the migrants & our own poor people who are homeless & sick. # Immigrants # Poverty"""
10099,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
10100,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
10101,2018-06-28 19:58,"""Watched a moving story on # PBS abt building homes by # Auburn Rural Project for ppl trapped in # poverty Architect students build them. # cool"""
10102,2018-06-28 19:35,"""With all the # zero # hours # contract workers considering a move abroad like these # brave # Tories, who will drive our taxis/deliver parcels/staff hotels/restaurants/look after sick & elderly, etc? # Brexit # BrexitShambles # lying # cheating # poverty # death # ToriesOut # bbcqt # bbctwhttps://twitter.com/DavidLammy/status/1011526704064598016 …"""
10103,2018-06-28 19:34,"""U | # Poverty : Ending the 'closet to poverty pipeline' for LGBTQ youth - June is a festive month for many people… https://goo.gl/fb/AXxrRE"""
10104,2018-06-28 19:34,"""U | # Poverty : Donald Trump's Poverty Denial - In a recent rebuke to a United Nations report on American poverty… https://goo.gl/fb/qbb1aA"""
10105,2018-06-28 19:34,"""U | # Poverty : Why Are Americans Adopting Fewer Foreign Children? - Ben Christopher, at the data visualization… https://goo.gl/fb/TZF2Qk"""
10106,2018-06-28 19:30,"""Katherine Fulton On The Future Of # Philanthropy http://dld.bz/kZGt # women # inspiration # TED # poverty # innovation # TEDxWomen"""
10107,2018-06-28 19:28,"""It's been one day since I received my final university results, and I have already had letters for both council tax and my student loan repayments...and I almost guarantee that my debt is bigger than yours! # poverty"""
10108,2018-06-28 19:25,"""Varieties of # poverty: # happy people know # wealth is neither money or possessions ( # consumerism). It's knowing where we are. The only difference between Heaven and Hell ( # paradise and purgatory) is the # wholeness gained through # consciousness"
10109,2018-06-28 19:21,"""Brexit Lavatory politics https://youtu.be/4ZRcjrW7MXU # theresamay # brexit # brexitxhambles # universalcredit # brexshit # torybrexshit # poverty # pips # esa # hammond # corbyn 80"""
10110,2018-06-28 19:20,"""# Nigeria overtakes # India in extreme # Poverty https://edition.cnn.com/2018/06/26/africa/nigeria-overtakes-india-extreme-poverty-intl/index.html …"""
10111,2018-06-28 19:20,""". @ UniteThePoor calls for @ UN hearing on # poverty: https://wp.me/p7prle-2BK # TalkPoverty"""
10112,2018-06-28 19:16,"""Sports taught me to challenge myself. How to be a team player. Youth programs should focus on price & inclusion. Kids wouldn't be shooting schools up. Playing video games or entertaining yourself with television doesn't relieve everyday stress & anxiety. # HopeSolo # poverty"""
10113,2018-06-28 19:13,"""Mi comfort circle is my personnal hell. # criticalthinking # Sociedad # society # pobreza # poverty # Homelesspic.twitter.com/FOwIQqFhtr"""
10114,2018-06-28 19:12,"""JRM on # bbctw angling for a # NoDeal # Brexit. # Somerset # capital Management safely ensconced in # Eire then. How absolutely lovely, what? what? # lying # cheating # greedy # poverty # homelessness # death # ToriesOut # bbcqt # bbcaq"""
10115,2018-06-28 19:09,"""Seminar for the Multidimensional Aspects of # Poverty happening right now in # NYC!pic.twitter.com/qWPOlUjUua"""
10116,2018-06-28 19:01,"""Those that do not know what’s really going on in # Venezuela are IGNORANTS, just take a look at # Nicaragua NOW & let’s NOT forget # Cuba # Socialism # Communism KILLS! # FreeIsNotFree # Lies # Poverty & # MassImmigration are the REAL FACES behind all these # LiberalAgenda"""
10117,2018-06-28 19:00,"""The 2018-19 # CAbudget makes some notable investments in the economic security of Californians. Fact via our 'first look' analysis, which highlights some of these key investments: http://bit.ly/2N6hf0s # 4pmFact # CAleg # CalWORKs # Poverty # CutPovertyCA # EndChildPovertypic.twitter.com/P8HBNhkbq2"""
10118,2018-06-28 18:57,"""Think of all the dependents # BoydBarrett will have if we get more immigrants. He can spend his days keeping them living in poverty, & they will keep him in a job as a result. everyone wins...except the migrants & our own poor people who are homeless & sick. # Immigrants # Poverty"""
10119,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
10120,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
10121,2018-06-28 19:58,"""Watched a moving story on # PBS abt building homes by # Auburn Rural Project for ppl trapped in # poverty Architect students build them. # cool"""
10122,2018-06-28 19:35,"""With all the # zero # hours # contract workers considering a move abroad like these # brave # Tories, who will drive our taxis/deliver parcels/staff hotels/restaurants/look after sick & elderly, etc? # Brexit # BrexitShambles # lying # cheating # poverty # death # ToriesOut # bbcqt # bbctwhttps://twitter.com/DavidLammy/status/1011526704064598016 …"""
10123,2018-06-28 19:34,"""U | # Poverty : Ending the 'closet to poverty pipeline' for LGBTQ youth - June is a festive month for many people… https://goo.gl/fb/AXxrRE"""
10124,2018-06-28 19:34,"""U | # Poverty : Donald Trump's Poverty Denial - In a recent rebuke to a United Nations report on American poverty… https://goo.gl/fb/qbb1aA"""
10125,2018-06-28 19:34,"""U | # Poverty : Why Are Americans Adopting Fewer Foreign Children? - Ben Christopher, at the data visualization… https://goo.gl/fb/TZF2Qk"""
10126,2018-06-28 19:30,"""Katherine Fulton On The Future Of # Philanthropy http://dld.bz/kZGt # women # inspiration # TED # poverty # innovation # TEDxWomen"""
10127,2018-06-28 19:28,"""It's been one day since I received my final university results, and I have already had letters for both council tax and my student loan repayments...and I almost guarantee that my debt is bigger than yours! # poverty"""
10128,2018-06-28 19:25,"""Varieties of # poverty: # happy people know # wealth is neither money or possessions ( # consumerism). It's knowing where we are. The only difference between Heaven and Hell ( # paradise and purgatory) is the # wholeness gained through # consciousness"
10129,2018-06-28 19:21,"""Brexit Lavatory politics https://youtu.be/4ZRcjrW7MXU # theresamay # brexit # brexitxhambles # universalcredit # brexshit # torybrexshit # poverty # pips # esa # hammond # corbyn 80"""
10130,2018-06-28 19:20,"""# Nigeria overtakes # India in extreme # Poverty https://edition.cnn.com/2018/06/26/africa/nigeria-overtakes-india-extreme-poverty-intl/index.html …"""
10131,2018-06-28 19:20,""". @ UniteThePoor calls for @ UN hearing on # poverty: https://wp.me/p7prle-2BK # TalkPoverty"""
10132,2018-06-28 19:16,"""Sports taught me to challenge myself. How to be a team player. Youth programs should focus on price & inclusion. Kids wouldn't be shooting schools up. Playing video games or entertaining yourself with television doesn't relieve everyday stress & anxiety. # HopeSolo # poverty"""
10133,2018-06-28 19:13,"""Mi comfort circle is my personnal hell. # criticalthinking # Sociedad # society # pobreza # poverty # Homelesspic.twitter.com/FOwIQqFhtr"""
10134,2018-06-28 19:12,"""JRM on # bbctw angling for a # NoDeal # Brexit. # Somerset # capital Management safely ensconced in # Eire then. How absolutely lovely, what? what? # lying # cheating # greedy # poverty # homelessness # death # ToriesOut # bbcqt # bbcaq"""
10135,2018-06-28 19:09,"""Seminar for the Multidimensional Aspects of # Poverty happening right now in # NYC!pic.twitter.com/qWPOlUjUua"""
10136,2018-06-28 19:01,"""Those that do not know what’s really going on in # Venezuela are IGNORANTS, just take a look at # Nicaragua NOW & let’s NOT forget # Cuba # Socialism # Communism KILLS! # FreeIsNotFree # Lies # Poverty & # MassImmigration are the REAL FACES behind all these # LiberalAgenda"""
10137,2018-06-28 19:00,"""The 2018-19 # CAbudget makes some notable investments in the economic security of Californians. Fact via our 'first look' analysis, which highlights some of these key investments: http://bit.ly/2N6hf0s # 4pmFact # CAleg # CalWORKs # Poverty # CutPovertyCA # EndChildPovertypic.twitter.com/P8HBNhkbq2"""
10138,2018-06-28 18:57,"""Think of all the dependents # BoydBarrett will have if we get more immigrants. He can spend his days keeping them living in poverty, & they will keep him in a job as a result. everyone wins...except the migrants & our own poor people who are homeless & sick. # Immigrants # Poverty"""
